RID,document
163,KKK단이 기독교인 것을 사랑을 실천한다 주장하는 자칭 기독교인들은 잊지말아야한다
163,정말 기억에 남는 영화. 소장하고 싶은 영화.
163,완전베낀 표절영화
163,전두환 구속시켜야되는거 아닌지
163,0점을 줄 수 있도록 시스템 개선해 주세요.
163,ㅋㅋㅋㅋ이젠 김치남들까지 나나 카바쳐주네ㅋㅋㅋ
163,미치도록 웃긴 영화
163,"아이제끝났네,,,아쉬운드라마 1위~^^다시돌아와줘요!!"
163,카제마루!카제마루!카제마루!
163,"재가 아직 초딩이어서 그런지 전 잼나네요,, 제가 나잇값 못하게 마니 유치해서 ㅋㅋ"
163,재밌네요ㅋㅋㅋ 아만다피트 역시ㅠ 너무이쁘게나와서 더 좋았다는
163,여운쩡ㄹ..
163,최고였다
163,딱 초딩 내지는 여중생용.
163,라밤바 정말 훌륭한 영화입니다. !!
163,쓰레기중에쓰레기`ㄱㅇㅅ
164,웃음코드도 약간섞여있어 지루하게 보지않은영화 ㄱ그리고 마지막 떠날때 감동
164,한국판 환상특급이구나
164,첨엔 남자 가정부얘기라 재밌게봤는데 ..요샌 가끔봐도 내용이 아직도거기서거기.이드라마틀어놓긴하는데..손은 핸폰게임...글고 김태평 조카.너무~~~별루.연기자도별루인데다.맨날 삼촌한테 OO...꼴보기싫어요.얼굴이라도 예쁨봐주는디...ㅋ
164,집착과 소유에 대한 경각심을 불러일으킨 영화
164,이영화 나쁘지 않은데 7~8점정도가 알맞음.
164,50센트 나온다고 해서 오!!이러고 봤는데 악덕으로 나와서 좀 그랬음ㅋㅋ
165,너무 아름다운 영화. 많은 생각을 하게 해주네요
165,이 떨리듯 여리고 오롯한 감성 연출.
165,정신병원 어떻게 생긴지 모르냐? 구글 회사보다 시설이 예쁘네 ㅈㄹ
165,솔직히 이정도캐스팅에 영화가이모양이면...
165,"會者定離,,,"
165,타이거 앤 버니 쵝오!! ㅠㅠ
165,카이지를 뺏겻느니 라이어게임을 뺏겻느니 하는데. 그런 포맷의프로그램은 한번나오고나오지말아야하는가???전혀다른 것만나와야 한다고? 난 이런류 다 좋아한다. 근데 뭐 시청자를 우롱한다?개인의 생각을 모든 시청자를 대표하지마라. 거지같은블로거에게하는말입니다
165,동거녀는 83년생.. 동거녀 딸은 88년생.. 5살 차이인데.. 엄마와 딸로 나온다...ㅠㅠ역시나 스토리는 별거없고.. 동거남과.. 극중에서 대략 20살가량 차이날것같은 동거녀의 딸을 보니.. 은교가 생각난다..일본어로 대사하는건 에러..
165,감동보단 웃음에 치중했으면....
165,아 진짜 대체 뭔내용인지도 모르겠고 액션도 어설프고 멋있어보이려는건 다 흉내냈네
165,9살때 영화관에서 접했을 때.. 영화관에서 처음으로 자봤다. 그리고 8년이 지난 지금 ㅇㅇ ㅋㅋ 다시 보기싫다
165,범죄영화다 감동은 기대하지 말라 그러나 감동을 주려고 했다. 최악이다.
165,"만화는 신선했는데,이건 뭐 시간이 아까울뿐,알랭들롱 말년에 뭡니까"
165,영화 잘 만들었네요 기대이상입니다 제목을 바꿔야할듯 제목보고 재미없을줄알았는데 추천해요 생각외로 평점이 낮아서 평점올려야할듯
165,"우와,우와,우와,우와!!! 나의, 지난, 찐한, 그때, 그, 사랑~~"
165,청순한 스칼렛만 빛나는 영화. 각본이 심히 허술하고 비약적이다..........
165,박진감 긴장감 뭐하나 놓칠수 없네요 너무 잼있어요 진짜 믿고 보는 유덕화! 끝날때 진한 여운이 남아 아직도 생각이남 안보시면 후회 합니다
165,다봤다.테이큰인줄 알았다 마지막씬 이해안되서 검색하니 테이큰이 아니라는걸 알았다
165,B급 냄새를 강렬하게 뿌리는 코믹 크리처물. B급인걸 감안하고 본다면 재밌다
165,시리즈중 가장잼다 ㅋㅋ
165,풍자하는 건 좋은데 현실과 너무 동떨어지면 안된다
165,정말 다시봐도 좋은 영화다!!
165,글쎄요.. 별로군요.. 기대가 컸나..
165,훈훈하다
165,볼만하던데
165,주인공이 너무 나약하네요..알포인트가 훨씬 수작입니다.
165,화서에서온 여자 금성에서 온 남자
165,근데100억 어디갔슴?
165,영화마지막자막올라갈때엔지장면등을넣으니깐영화가더돋보이게만든다굿
165,"정말 이러시면 안되는거잖아요.. ─━,,──━ㆀ"
165,"막장로맨스, 오드리 헵번의 연기가 작품을 살렸다 나머진 쓰레기"
165,"좋다,"
165,"별로, 정말 기대 이하임."
165,"큰조카 데리고 가서 봤는데, 영화 보는 내내 말 한마디도 안 하고 집중해서 넘 재밌게 보더라구요ㅎ 기분 좋았어요ㅎㅎ"
165,최고의 여배우들...조연들 역시 명품배우들...음악...시각... 훌륭
165,잘 주고 싶어도 너무 재미가 없어서....놀람.다 본 나를 칭찬해 주고 싶다
165,특이한 전개의 멋진영화
165,꿈을 이루기 위해 꼭 봐야하는 영화.넘 재밌다.
165,재미와 감동 적절하게 잘어울려져있다!!굿굿
165,"142분을 한번도 눈을 떼지않고 봤다. 영화가 끝난 후, 나는 포레스트검프처럼 진짜삶을 살아야겠다는 생각이 들었다."
165,아니 무슨 국어책 읽는것도 아니고
165,비틀즈 코드~
165,예전에 본것을 다시 왜 봤나 싶다. ㅜ.ㅡ
165,"책으로 보고 영화로도 보는데, 책 내용이 현실화 되는거 같아서 맘에듭니다. 왜 그래야 했는지 를 이해가 되는 영화"
165,여자가 한을 품으면 오뉴월에 서리가 내린데
165,"진짜 어른이 되는 시간, 준에게 안녕을 고한다."
165,지금봐도 배우들 연기가 진부하지않고 재밌는 고전영화. 그룹 가수의 탄생과 몰락을 유머러스하면서도 현실적으로 풀어낸 영화. 음악도 그렇고 오글거림도 없었고 개인적으로 '어거스트 러쉬'보다 높게 평하고싶음
165,월드잼때 태극기 천지여가지고 10점
165,내가 봤던 드라마 중 가장 최고였던 드라마.
165,선동선동해
165,정말 매력적인 영화세번 이상 본거 같네요
165,진짜 재미없다. 완전 저질 지루함
165,스릴러의 진수. 에드해리스와 매들린스토우의 매력.원츄!
165,박준형씨 고정했으면...정말 좋겠다박준형 완젼 잼나요...
165,좀 아쉬운
165,편히 쉬십시오 토니스콧 감독
165,평만보고 안보려다 우연찮게 봤는데 역시 영화는 내가 직접보고 느껴야 한다.영화가 전체적으로정적인 느낌속에서 크게 화려하진 않지만 시간적으로구성한 정조암살사건을 다뤄 아주 몰입도 있게 봤다.이영화는 정조가 즐겨쓰던 편전.딱 편전 같은 느낌이었다.
165,완전 내스타일 사랑스러운 패딩턴!!
165,최고다.. 수잔서랜든의 탭댄스 장면에서는.. 눈물을 멈출수가 없었다.
165,지금 명동 롯데에서 평점이벤트해서 점수가 말도 안되게 높음이 영화보면 없던 병 생길듯
165,일본 영화는 해가 갈수록 한심해지네
165,왠지 마초가 느껴지는.. 솔직히 기대만큼..새롭진 않았다
165,재밌어요너무너무 잘봤습니다
165,설경구의 영화라 기대햇지만 기대에못미치는..
165,신선하고 개성있는 한국영화
165,코미디 공포물 그 중요한 단추담긴 봉투를 운전대선반에 나두면 어쩌자는거 ㅋㅋ
165,생각보다 별로재미가없뜸
165,정말 재밌게 잘봤어요. 이태리 영화는 대부분 재밌네요
165,엑스트라나 까메오정도면 모르겠는데 제발 주연에 개그맨넣지좀마 ㅡㅡ
165,뭔생각으로 만든건지??
165,감독의 전작만큼이나 독특함... 그러나 이해하기 힘든 영화이긴 여전
166,존나 웃김ㅋㅋㅋㅋㅋㅋㅋ
166,오랜만에 많은 생각을 하게 만드는 영화
166,세계가 인정했대ㅋㅋㅋㅋ 뭘? 크게 웃고 간다 ㅎㅎㅎ
166,전형적인 B급영화. 하지만 킬링타임용도 힘들다
166,1점 주기도 아깝다
166,즐겁게 잘 봤습니다--
166,정말 신기할 정도로 못 만든 것 같습니다...
166,별 빵개는 없나요? 드라마 보다가 빡쳐서 평점쓰기는 또 처음이네요 작가분 정신과 상담 좀 받아보세요 진짜 배우들이 아까운 드라마...등장인물들이 죄다 미치광이들이네요 밑에 분 말처럼 한사장이랑 윤재아빠 빼고 다 미쳤어 상식적으로 이해할 수 없는 드라마
166,있어보이고는 싶은데 재능은 없고 눈길은 끌고 싶은데 화제성도 없고 복수극도 해보고 싶은데 명분도 어처구니 없고 그냥 길거리에 개념없는 개주인이 치우지 않고간 개똥보다 의미가 없는 영화인 듯 대체 왜 만든거야?
166,망함 무도어디감
166,"평점을 깍아야겟기에...죄송, 우선 재미면으로는 5점 정도로 딱 중간인데, 반면 이런류의 작품들이 흔하고 이미 대박친 영화들의 짜집기 같은 느낌과 결말까지 평범해 그냥 역시 평범한 영화가 되어버린 영화"
166,아기자기해 :)
166,마치 영화를 본 것 같아요 진짜 영화
166,배가 너무 고프게 만드는 영화입니다. 팝콘 꼭 챙겨가세요.
166,헝이거진짜무서운데..
166,글쎄......
166,어릴적 본 영화인데 추억이 새롭네요.
166,어린이용 만화 감안 내용 너무 유치하고 재미없고 영상미도 별로다
166,루시퍼가 울겠군..
166,정말 명작이에요 !!!!!
166,포스터와 달리 진지하다.굿!!
166,선 굵은 영화
166,무협영화의 수치
166,만화가 고우영 본좌님의...ㅜㅜ
166,뭘봐!!
166,어이없다
166,하도 별로 안좋다는 평을 네이버에서 봐가지고 기대 안하고 봤는데 액션도 좋고 배우들도 멋졌음
166,"내 현실이 될까봐 두렵다.. 영원한 사랑은 없을까... 정서를 무척이나 잘 담아내었다. 연출, 연기 모두 very good~!!"
166,맨데이트급 스토리+평균 액션
166,최고임 전혀 위화감이 없음.
166,말이 필요없는 10점 만점의 걸작.
166,별점3점이상은아까움.. TV삼류드라마가 더 재밌을것같다.. 악플써서죄송하지만ㅜ.ㅜ 감동의 포인트가 없고 뻔한 스토리는 너무 지루했다.. 진부하다고하나 ㅠ 예고편그대로... 오히려 예고편이 더 좋았다. 기승전...결? 결말 뻔하고 뚝 끊김ㅋㅋ...
166,코메디... 공포는 없다.
166,내용 참 진부하고?되는데로 마끌고가는 느낌
166,이건 평점 올라가도 될듯 good
166,인간적으로 이건 진짜 아닌 영화
166,코미디한장면은재미있긴재미있었는데 내용이..한국판샐러머니인줄알았네요..ㅎ
166,영봐 보다 이렇게 딴생각한건 처음입니다.
166,청춘은 무엇인가 돌아보게된 드라마다
167,영화 보는 내내 진심 개빡침.... 10.... 8....
167,완전 지루해 난 드라마만 보는데 이건 진짜 아니다 너무 질질 끈다 재없어
167,"인공지능의 가공할 만한 위력, 그러나 정말 무서운 것은 그런 인공지능을 개발하고 때로는 그것을 이용, 극복하는 인간들이 아닐까? 웬만한 영화보다 만화가 이렇게 소름끼치도록 다가올 줄이야. 코난, 홈즈의 추리 스릴러와 현실의 무서움을 제대로 엮어냈다"
167,운명의 삼각대결이당!
167,"매미,파도 소리보다 안들리는 대사 대사보다 매미소리가 더커 왜케 대사가 웅얼거려"
167,내 뒤로 수고들좀 해라잉
167,아 진짜 대박 꼭 봐야됨.!
167,bad
167,2회 정말재밌었어요 앞으로 더 재밌어진다하니 기대중입니다. 왠지 대박날듯..ㅎㅎ조연들까지 깨알재미주네요
167,잼있다
167,강혜정 쌩얼메이크업과 이수경의 뽀얀피부의 대비가 눈에 띔
167,그냥 실화로 만든 영화. '이런사람들도 있구나' 라는 생각이 들게하는 영화.
167,스티븐시걸 영화고만찍어라 왜계속망가지려고하지 이제그런 3류영화는 노
167,이렇게 대놓고 어설픈 설정에 어설픈 연기에...초보연기자들도 아닌데 왜 그래?
167,어렸을 때 봤다면 그냥 단지 스쳐지나갔을 변태적인 영화였겠지만 성인이 되고 시간이 흐른 뒤 보게 된 아메리칸 뷰티는 일상에 치여 매일 반복되는 하루를 사는 나에게 큰 터닝 포인트가 될 수 있지 않을까란 기대를 하게 되는 영화다.
167,지네들끼리 찍고 댓글달고 ㅋㅋ
167,"불륜,배신,복수 이런거 없이도 괜찮았던 드라마^ ^"
167,이딴것도 영화라 만들었냐;; .. 주인공말고 악역 유지태를 응원하게되는영화;; 정말 연출이제일 ㅄ같다;;에휴..말도안되는 설정에 스토리;; 쩝;; 영화보고 화난건 또 처음이네;
167,따뜻한 결말 좋아요 좋아요
167,스토리가 얽히고 설키기만 했지 잼있는건 아무것도 없다. 코믹도 18세도 아니다
167,일본의 잔잔하고 일상적인 느낌을좋아한다면 강추!수수한 두근거림과 애잔함 편안한노래와 아름다운배경 너무좋았다
167,"요즘 나오는 엔간한 공포영화보다는 재밌는 작품, 하지만 진짜 공포영화는 답답한 맛에 보는 영화라고 생각한다."
167,권지용짱짱맨 사랑해요♥ 콘서트는 못가도 이런거라도잇으니다행ㅇ♥♥
167,설마했는데 이정도 일줄은 몰랐네
167,하류속에 담겨있는 근대역사
167,재밌게 잘 만들었구만 난리들이여
167,왜 0점은 못주냐
167,평론가 축알못 이랍니다
167,알바 OUT! 평점조작 OUT!
167,보는 내내 답답 평점이 너무 높다
167,그냥 무쌍을 찍어라 중국 특유에 오바 액션 0.5점도 아깝다기냥 조조는 OO이지 이상한 진(?)펼진거에 개돌하고 있고관우랑 장비는 홀몸으로 무쌍찍고
167,민주화 영화인데 미성년자 노출같은 사소한 걸 왜 문제 삼는다냐?
167,내 인생 최초 그리고 최고의 판타지...
167,할아범이야 3편에서 이유를 설명하겠지로 넘어가고... 괴물설정을 스스로 파괴하는 것이 아쉽다. 바로 앞에 있는데도 못알아차릴정도인 괴물들이면 사냥자체가 안된다. 박쥐처럼 초음파반사를 통해 사냥감을 인지한다면 바로 옆에서 움직이는 걸 모를수도 없다.
167,재미있게봤습니다
167,최고.
167,영화 피구왕 통키와 쌍벽이다재정신으로는 절대 만들 수 없다.
167,"주인공도 매력이 없고, 스토리는 짜임새가 없고. 그냥 음악만 좋은 영화."
167,아만다 팬심으로 봐도 이거밖에 못 주겠다.
167,펑펑 울었다.모든것이 다 소중하리...내맘이 따뜻해졌다.
167,평점보고 얼마나 재미없나봤다가ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 보지마셈 시간아깝다
167,인간은 기억으로 대체가능한 존재가 아니다.
167,이건 너무 심했다
167,아놔 3류도아닌것이 거저 웃음만 젠장ㅋ
167,무슨말이 필요한가..... 이건 리메이크작이 제아무리 길고 날뛰어도 원작 못따라올듯... 원작이 너무 완벽해 마지막 너무 슬프네여 ㅠ
167,관객평점이 10점만점에 10점이냐?
167,헐리우드 영화중에서 내가 본 영화중 !! 최악이다.
167,아이들은 좋아 하지만 어른은 글쎄...
167,그다지 끌리는 느낌이 없네요..
167,토
167,지금 고딩이 봐도 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
167,ㅋ
167,이런것을 드라마라고.더럽게 재미없네.연기자들도 연기 못하구
167,최악
167,재밌었어요. 볼만하네요. 배우들멋져요.
167,전체적으로 많이 어설퍼. 이런영화를 왜 만들었을까?
167,오락영화로써 오락성 부족 스릴러로써 긴장감 부족 드라마로써 스토리 부족
167,손예진 김남길의 연기가 정말 좋앗고 정말재밌엇습니다.
167,감동!
167,재미있다
167,코난팬인데 극장판은 빼놓지않고봄 봐도봐도 잼있는 코난~~
167,전세계가 모두 봐야할 영화미국 국민들 불쌍하다는...
167,재미있었고 잘봤어요..
167,최고 당시 역사의 어두운 면을 그대로 살린 최고의 영화
167,정말 잘 만든영화. 렘수면이라든지 다소 어려운 용어도 나오며 어린이들은 좀 어려울 수 있으니깐 줄거리는 숙지하고 보세요. 리뷰 추천된거 한번 훑어보시고 보시면 이해가 빠를듯합니다. 강력추천!!! 누구나 꿈속에서는 다른사람이 되고 싶어하는 욕망도 잘표현
167,왜 제목이 탄광이아니라 터널인가요
167,더이상 말이 필요 하겠는가
167,"꿈이 아닌 현실을 택한 데이빗, 죽음을 선택한 소피아 그 둘이 만난 마지막 장면은 너무 슬프다"
167,이런젠장!
167,"""마지막에 삐요 없어질때""""삐요.. 그 이름 너무 좋아""""하면서 없어지는데 폭풍눈물 ㅠ"""
167,핀란드판 사랑과 전쟁. 스릴러라는 장르가 부끕럽다. 그저 3류 불륜 막장 드라마일 뿐.
168,에효
168,음악이 완전 안습... 음악감독이 영화 다 망쳤다.
168,장형윤감독님을 평소에 좋아했었는데 장편도 재미있게 잘 봤습니다! 추천~
168,흑염소 사이를 걷는 흰 염소의 걸음 한 장면이 이 영화를 대변해주고 있는것 같다.
168,최고의 드라마 감동과 열정이 느껴지는게 무서울정도로
168,이영화에 평점 높게 준 사람들 반성해라...
168,오씨엔에서 예고편 보여주길래 재밌을것같아서 봤는데 재밌어요 ㅋㅋ
168,시대에 한참 뒤떨어진 여주인공에 성격장애인 주변인물들이 벌이는 어거지로 가족되어보기!
168,할말없네요
168,EAT MY SHIT!
168,잠온다
168,행복은 어디에나 있다.하지만 쉽게 마주할수는 없다. 당신이 눈치채지못했던 소소한곳에서 부터 천천히그리고 느리게 살펴보아야 한다.
168,의리!
168,"유태인,흑인,동성애자들은 싫어할만한,걸작...(웃음)근데,난 유태인도,흑인도 아니고,동성애자는 더더욱 아닌데,왜 이 영화가 지루했지?크리스틴이 너무 낮설다.톰 크루즈가 아주 낮설었던,매그놀리아는 아주 대박 좋았는데 말이지.크리스틴이 다른사람처럼 느껴져"
168,반전만있슴;;; 미국영화랑 비교가 안됨
168,감동&재미. 극지의 아름다움과 소중함을 가슴 깊이 담게 되길..
168,한번도지루하다고느낀적이없는영화..섬세한감정연기전개
168,굿!
168,결론이 애매하다
168,빡쳐서 보다 울뻔했다 마을엔 하나같이 다 멍청한 사람들밖에 없나아이가 한 말 하나에 근거없이 사람 매장시키는 모습이 답답해 죽겠다
168,기교를 선보이기 위한 부질없는 시간보내기
168,80년대 액션물 같은 스토리에 몰입도도 별로.
168,이정도면 목적에 잘 맞는 영화아닌가?
168,"채널돌리다가잠깐잠깐지나치면서느낀건데,..이채영연기왜그래? M이냐?"
168,아..바티칸 갔다온거 생각나더라..근데 이게 더 좋은듯 . 설명도 더 자세하고 또가고싶게 만든다..영화 짱이었음 ♥
168,쥔공이 너무 밉상
168,기대없이 다운받아봣는데 그자리에앉아서 다봄. 보는내내 씁쓸하고 가슴서린느낌
168,영화는 별볼일 없지만 여배우들의 감정선이 소름끼친다
168,재밌었다. 다만 너무 비비꼬아놨네
168,"리얼스틸 따위의 인위적 감동이 아니라, 제대로 된 부성애의 감동.."
168,정우성이 이끌어간 영화라고 해고 과언이 아니다 대체로 기승전결에 부족함이 보이는 영화다
168,정말 좋네요
168,"인류 종말이란 소재는 좋은데, 이유도 없고...밑도 끝도 없이 그냥 종말이면 너무 하잖아. 어쩌라는 거지?"
168,한국인비하하는 영화가 뭐가 좋다는거지? 인종우월주의를 따지자는게 아니라 음악으로서 즐거움을 주는 영화면그런 영화답게 음악적 요소에 집중해야지 개그부분에 욕심을 너무 부려도 도가 지나쳤다 한국계미국인배우도 굳이 동양을 까내려가며 연기하고싶은지 의문이다.
168,얽힌듯 설킨듯 아무생각없이 볼 수 있는 코믹발랄한 영화
168,"이소룡의 헬기사건때 죽음.,그리고 더이상 뒷통수는 없다.노출도 볼만함 ㅎ"
168,재미없음
168,전세계 중에 유일한 착한 깡패두목
168,재애애ㅐㅐㅐ앰~~~!!!
168,재밌던데
168,말이안나오는영화다.. 정말 재밌다! 내 점수는 11점!
168,벅찬 감동의 진한 여운을가진 영화입니다. 진정한 위로와 삶의 교훈을 느낄 수 있네요
168,[시사회관람기] 이러케 글올리는거 첨이네요. 이영화 대박맞습니다.대박!^^
168,나에겐 머리가복잡해지는 영화좋아요~~
168,잘생김..ㅜㅜ항상 짧아서 아쉬운 퀴어영화들
168,꼭 사랑못받고 자란애들이 저러더라멘탈이상해지는 영화
168,너무 plain 하다. 다 아는 얘기에 뻔한 내용이라 색다를 것도 없고. 캐스트가 아깝군.
168,Very interesting
168,이해 불가능한 영화네
168,재밌지만 ..이영화 개봉당시 쥬라기 공원 1 나온.. ..ㅠㅠㅠㅠ
168,미니미 손오공의 연기에서 주성치의 향기를 느꼈다ㅠㅠ이름만으로도 브랜드인 주성치가 역시 이름값하는 작품.
168,뭔 영화가 이래.......
168,어렸을때 재밌게 본영화
168,gg
168,평점좋아 봤는데 완젼 재미 더럽게 없다.
168,시대를 앞서간 드라마! 몇번이고 두고볼 명작
168,"정말 찝찝한 영화는 맞고, 그리고 글쎄 예술성보다는 현실에 가깝다,,,내가 느낀"
168,이런 쓰레기 감독. 걸작 만화로 쓰레기 영화를 만들어 놨구나.. 헐~
168,구본승을 연예계에서 영원히 추방시켜버린 영화.
168,만점주신분들 애니나 보세요 ㄱ- 애니 추천;; 이건뭐 졸려서
168,정말 잘 만든 영화임에도 개봉 당시엔 평점이 6점대라는게 말이돼? 평점테러라고 밖에는...
168,별사건없이도 재밌음. 보고또봐도 재밌음. 신기함.
168,불따하길잘했다 ㅋㅋ
168,갑자기생각이나서 줄거리보러 들어왔다
168,너무 못만들어서 잊을수가 없을거같음..
168,볼만한 영화
168,"야, 이거 무슨 쏘우를 빼긴 기분인데? 기분 탓인가?"
168,비만 문제를 극복해가는 빅 브러더스의 유머와 감동에 박수를 보내고 싶은 영화.
168,시키가 패기도 못쓰는 루피한테 진것도 씹밸붕이고 양복입고 총쏘는씬 진짜 뭔생각으로만든거지;;원피스랑 어울린다고 생각하나 초딩들이랑 여자들용 극장판 끝
168,와우ㅋㅋ이거 진짜 서유리로 낚겼네ㅋㅋ서유리 때문에 봤지만 내용도 답도 없고 재미도 없고ㅋㅋ시간은 아깝고..돈은냈고..흠....
168,와!! 정말 재밌네요 왜 이걸 이제서야 봤는지ㅠㅠ
168,스타일뿐...그외에는 아무것도 없는 영화
168,이거 판타지여 멜로 여?
168,독립영화 수준이지만 비참함이 느껴지는 군요
168,별 재미는 없구나...
168,그저그랬어요~전편이 훨씬 잼있었다는
169,아 ...
169,후진국몽골영화가 그렇지 머
169,음악 좋고...미셸파이퍼 너무 아름답고.....정말...최고!
169,정말 아름다운 일본녀들의 매력이란 그 끝이 어디인가??
169,ㅋㅋㅋㅋ 영화 끝났다 ㅋ 시계보고 놀랐다
169,이 정도로 임펙트 있는 엔딩은 없었다.
169,봐도봐도 재밌음!!♥
169,다시봐도 훌륭한 오락영화.
169,이건 뭐 3편을 위한 밑밥용이네
169,재미..x
169,아 결말 너무 실망이다....;; 뭐여 자기자식 쿨하게 버리는게 신여성이여? 그리고 불륜커플 다시 이어지고 끝나네 ㅋㅋ
169,오랜만에 2번봐도 아깝지 않은 영화 발견
169,그 사랑은 하나님이 자기아들을 목숨을 아끼지 아니하시고 주신 예수님의 사랑입니다
169,꼭 메세지를 원할필요가있을까우리는 영화가 보여주는 아름다움과 그것으로 인한 짜릿함으로 멋진 133분을 보냈다
169,철들자 터지는 운빨
169,너므재밌다!ㅋㅌㅋ연속으로보고싶다용
169,이게 재밌냐? 저질 한국영화의 바운더리를 넘은게 하나도 없다. 거기다가 중간중간 나오는 터키유생 NS는 극혐!!!
169,그림 영상미 bgm 모든게 좋았던! 작업하는 모습이 정말 푹 빠져들게 했어요
169,지금까지 본 드라마중 중독성이 가장 강했던 드라마. 나한테 무슨 일이 생긴거야
169,진짜몇번을봐도몇번을울수잇는영화인듯합니다몇년이지나도 울고싶고답답할때 이거보면짱인듯ㅠㅠㅠ
169,박중훈씨 미소가 최고 강추!
169,짧지만 법정의 무소유론을 돌이켜 보는 시간...밑에 개독들 진짜 답 없네
169,차태현 진짜 웃겨 빵빵터진다. 1박2일 맨버들 모두 화이팅
169,지루하지 않고 너무 재미있는 영화~
169,드럽게재미없네
169,괜찮은데 게임원작분위기를 잘살리려고 했구만
169,순수한 인간성의 전형. 그들이 밉지 않은 이유는 착하게 사는 나와 닮았기 때문
169,신삼국 관우의 과거 모습을 볼수있는 작품...
169,멜로를 혼합한 시리즈
169,"연기 허접,연애타임에만 집중, 너무 조화 안됨"
169,내 휴일을 망처버린 악중에 최악의 영화. 윌리엄? 니가 만든영화 다시보면 내가 개다
169,신과 나눈이야기 X 사기꾼과 나눈이야기 O
169,"내 마음을 순화시겨주자, 시간이 아깝지 않다고 오랫만에 여겨진 영화, 하지만 엄마역은 좀 약하게 했었다따면 더 감동적이지 않았을까."
169,이 영화를 왜 만들었을까.
169,이게 대체 뭐냐.. 보다가 중지...시간아깝다 스으으읍얼
169,2013번째 그냥최배달선생님이생각나서10점
169,한 시간을 이렇게 꽉 채울 수가 없다
169,난 왜 괜찮은데 ㅎㅎㅎㅎ
169,고전호러물의 전설!!!(근데...15세?!ㅡㅡ등급 잘못됐으니 고치시길^^)
169,한 마디로 '최고!' 다시보기할 때마다 느낌표를 주는 영화입니다. 돌고래 노래에 주제가 함축되어있다 해도 과언이 아니죠. 그런데 이 철학적인 이야기를 이렇게 재미있게 풀어낼 수 있다니! 캐릭터 스토리도 연기도 상상을 현실로 펼쳐놓은 감독도 최고
169,재미감동둘다ㅇㅋ
170,굳굳 좋은영화~~~~
170,홍진호. 역시 승부사답다.
170,이주승오빠 연기가 모든 단점을 커버친다 핳핳
170,어렸을땐 그냥 충격적인 작품이였는데지금와서 그 가치를 알아보겠다.
170,sns같은곳에 고어영화라고 설명되있는게 참으로 안타깝다... 내게는 최고의 영화(단순히 잔인하기만한 영화가 아니란거)
170,아 지루해... 심심해서 봤는데 차라리 심심한게 나았어 분명언젠간 재밌어질거야 생각했는데 어휴
170,"헬렌헌트의 영화를 오랜만에 보는데 내용이 그다지 와닿지가 않네요,"
170,쥬라기공원을 처음 봤을때의 충격을 다시 느낄수 있을줄이야..
170,무슨 삼류영화에 연기력 바닥인 사람들 엄청나옴 ㅋㅋ총싸우는거 보면 정말 코메디
170,참...그르네여
170,능동적으로 생각하게 하는 해준다
170,골은 1이 명작. 1에서 멈추자
170,재미있게 보고 있습니다.
170,처음 시작한 판은 의외로 괸찮은데.. 중간부터는 별로 제미 없습니다. 보지마세요
170,순수한 코미디
170,잼있어요~ 유쾌 섹시. 로맨틱 코미디^^
170,뻔한스토리였지만 감동이고 나름재미있었던 몇번이고 돌려봣던영화다
170,ㅠㅠ눈물난다 최우식연기bbb
170,한국사람이 감독이라 그런지 다른 일본 영화들과는 좀 다른듯..
170,선동... 더이상은 Naver...
170,재밋다 진짜 ㅋㅋㅋㅋ아공백 진짜
170,이런 기계가 있다는 존경할 만한 상상력외에는 영화를 끌어가는 모든것이 개판임
170,"솔직히 제목때문에 호기심 땡겨서 대충 대충 봤는데, 기대이상이다. 평점 엉망으로 준 놈들. 다른 영화보고도 함부러 평가 하지마라. 영화 볼 줄도 모르는 놈들. 그러니 네이버 평점이 엉망이지. 그냥 닥치고 책많이보고 철학 공부좀 해라. 함부러 나 대지마"
170,별로~
170,나름 볼만하던데 실망한 분이 많으시네요... 아만다 출연만으로도 볼만함 ㅎ
170,최고의 만화중에서 이 만화를 뻴 순 없다.
170,이거 정말 재밌는 영화입니다. 영화 중간중간에 나오는 노래도 괜찮고 내용도 재밌고 좋습니다. 특히 어린이나 애니메이션을 좋아하는 사람들에게 추천합니다.
170,내 생애 최고의 영화
170,잼있는데 ㅋ 악역이 너무 착해 ㅠ 진짜 악당은 물.. 어떻게 찍었을까 궁금.. 크리스챤슬레이터는 진짜 섹시하다
170,"어려서 그런지 탱고도 영화도 잘모르겠네요,,"
170,정말 재밋다 돈이아깝지않은영화 아직까지여운이남는다...
170,볼만해요 ㅋ_ㅋ
170,"요즘 영화들 너무 자극적인데, 이건 잔잔하면서도 주인공의 심리를 잘 묘사"
170,분홍색 내의를 입은 여자의 복장을 입은 심형래.
170,느낌도 없고..아무런 감동도 없는 영화...
170,작위적이지 않은 의의로 깔끔한 결말 정말 괜찮아요~
170,무자식이 상팔자 한순간에 다무너졌어
170,인간의욕망은끝이없다약육강식의세계속고속이는세상
170,혹성탈출 자이언트 몽키 국내판이냐 ? 기생충 같은 영화로군
